budget,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
7000000,71859,en,We Need to Talk About Kevin,21.276864,28/09/2011,6038942,112,Released,We Need to Talk About Kevin,7.4,677
0,226354,en,The Christmas Candle,1.799504,22/11/2013,0,100,Released,The Christmas Candle,5.8,8
7000000,48620,en,The Mighty Macs,2.932784,21/10/2009,0,102,Released,The Mighty Macs,5,15
7000000,33676,en,Losin' It,2.550045,8/04/1983,1246141,100,Released,Losin' It,4.5,31
7000000,37080,en,Mother and Child,5.517597,7/11/2009,0,125,Released,Mother and Child,6.7,46
0,25388,en,March or Die,3.829937,8/09/1977,0,107,Released,March or Die,6.2,16
0,11687,fr,Les visiteurs,8.893676,27/01/1993,0,107,Released,The Visitors,7.1,420
8000000,39210,en,Somewhere,9.590373,3/09/2010,0,98,Released,Somewhere,6,208
7000000,30128,en,I Hope They Serve Beer in Hell,7.155519,25/09/2009,1429299,106,Released,I Hope They Serve Beer in Hell,5.7,20
0,31535,en,Chairman of the Board,0.587276,13/03/1998,0,95,Released,Chairman of the Board,2.7,13
7000000,44835,en,Hesher,13.635828,22/01/2010,382946,106,Released,Hesher,6.7,212
0,192134,en,Dom Hemingway,10.416332,15/11/2013,523511,93,Released,Dom Hemingway,5.8,212
3500000,1956,en,Gerry,5.038953,12/01/2002,0,103,Released,Gerry,6.2,68
7000000,24985,en,The Heart of Me,1.498245,1/01/2002,0,96,Released,The Heart of Me,7.7,5
7000000,306745,en,Freeheld,8.184588,2/10/2015,573335,103,Released,Freeheld,7.1,164
7000000,47088,en,The Extra Man,2.26778,1/08/2010,453079,108,Released,The Extra Man,5.9,29
7000000,110402,ru,Трудно быть богом,3.120016,27/02/2013,1310673,170,Released,Hard to Be a God,6.7,41
7000000,27004,en,Ca$h,8.207425,1/01/2010,46488,108,Released,Ca$h,6,73
0,15013,en,Wah-Wah,2.356244,17/08/2005,0,120,Released,Wah-Wah,6.3,8
6000000,8374,en,The Boondock Saints,34.917447,22/01/1999,30471,108,Released,The Boondock Saints,7.2,837
0,277519,cn,Z 風暴,0.542814,19/06/2014,0,92,Released,Z Storm,5.8,5
7000000,78381,en,Twixt,5.060656,10/09/2011,0,84,Released,Twixt,5,85
7000000,164372,ru,Снежная королева,5.33861,11/10/2012,12400000,76,Released,The Snow Queen,5.1,47
0,294512,en,Alpha and Omega: The Legend of the Saw Tooth Cave,1.874783,21/07/2014,0,53,Released,Alpha and Omega: The Legend of the Saw Tooth Cave,6.5,4
0,8879,en,Pale Rider,14.574995,28/06/1985,41410568,115,Released,Pale Rider,7,251
7000000,13001,en,Stargate: The Ark of Truth,8.591387,11/03/2008,8900000,97,Released,Stargate: The Ark of Truth,6.9,140
6900000,9571,en,Dazed and Confused,26.181753,24/09/1993,7993039,102,Released,Dazed and Confused,7.4,583
0,13649,en,High School Musical 2,21.01755,17/08/2007,7000000,104,Released,High School Musical 2,6.1,843
0,325373,en,Two Lovers and a Bear,3.139294,2/10/2016,0,96,Released,Two Lovers and a Bear,6.8,27
7000000,334527,en,Criminal Activities,6.665164,20/11/2015,0,94,Released,Criminal Activities,5.8,110
0,2211,de,Aimee & Jaguar,2.832628,10/02/1999,0,125,Released,Aimee & Jaguar,6.3,20
0,13919,en,The Chumscrubber,3.528643,8/06/2005,0,108,Released,The Chumscrubber,6.7,62
6800000,14576,en,Shade,4.665309,18/05/2003,0,101,Released,Shade,6.1,73
6900000,82505,en,House at the End of the Street,25.613197,21/09/2012,44287131,101,Released,House at the End of the Street,5.6,555
6800000,46738,fr,Incendies,21.285206,4/09/2010,7103838,130,Released,Incendies,7.9,479
0,38970,it,Ricordati di me,4.240495,11/02/2003,0,125,Released,"Remember Me, My Love",5.8,44
0,41009,en,Perrier’s Bounty,3.810943,11/09/2009,0,88,Released,Perrier’s Bounty,5.1,24
4000000,7347,pt,Tropa de Elite,23.604936,12/10/2007,0,115,Released,Elite Squad,7.8,504
6500000,250546,en,Annabelle,60.225219,2/10/2014,255273813,99,Released,Annabelle,5.6,1517
7,38415,en,Bran Nue Dae,0.050456,9/08/2009,7,82,Released,Bran Nue Dae,5.2,6
6500000,650,en,Boyz n the Hood,17.705671,12/07/1991,57504069,112,Released,Boyz n the Hood,7.4,364
6500000,16620,en,La Bamba,6.847099,24/07/1987,54215416,108,Released,La Bamba,6.8,116
0,25113,en,The Four Seasons,8.067702,22/05/1981,0,107,Released,The Four Seasons,6.3,16
6500000,11033,en,Dressed to Kill,11.208769,25/06/1980,31899000,105,Released,Dressed to Kill,6.8,157
6500000,34723,en,The Adventures of Huck Finn,2.163683,2/04/1993,0,108,Released,The Adventures of Huck Finn,6.2,42
6500000,9430,en,Go,11.142389,9/04/1999,28451622,98,Released,Go,7,196
6500000,8998,en,Friends with Money,11.885221,7/09/2006,13368437,88,Released,Friends with Money,5.1,128
6500000,10514,en,The Andromeda Strain,12.524953,12/03/1971,12376563,131,Released,The Andromeda Strain,7,190
0,10496,en,Bats,1.537859,22/10/1999,10,91,Released,Bats,4.1,35
0,1591,de,Nirgendwo in Afrika,3.481517,11/12/2001,0,140,Released,Nowhere in Africa,7,32
6500000,76025,en,Shame,40.688426,2/10/2011,17693675,100,Released,Shame,7,875
6500000,4836,en,Layer Cake,24.0034,30/09/2004,11850214,105,Released,Layer Cake,7,559
6500000,14631,en,The Work and the Glory II: American Zion,2.639106,21/10/2005,2025032,100,Released,The Work and the Glory II: American Zion,8,6
6500000,87499,en,The East,16.574756,31/05/2013,2401510,116,Released,The East,6.5,305
6500000,18923,en,A Home at the End of the World,5.483531,23/07/2004,1548955,96,Released,A Home at the End of the World,6.8,45
0,26665,en,Aberdeen,1.068819,5/07/2000,0,113,Released,Aberdeen,7,6
6500000,28089,en,The Messenger,8.432401,13/11/2009,1521261,113,Released,The Messenger,7.1,119
6500000,62255,en,Tracker,2.074295,20/05/2010,0,102,Released,Tracker,6,16
0,5708,en,Control,11.357474,26/09/2007,8159508,121,Released,Control,7.5,200
6400000,218,en,The Terminator,74.234793,26/10/1984,78371200,108,Released,The Terminator,7.3,4128
4800000,338,de,"Good bye, Lenin!",11.086001,9/02/2003,79384880,121,Released,"Good bye, Lenin!",7.4,586
10000000,21641,en,The Damned United,13.409125,27/03/2009,0,97,Released,The Damned United,7.2,152
4000000,10925,en,The Return of the Living Dead,14.961629,15/05/1985,14237000,91,Released,The Return of the Living Dead,7.3,267
6000000,2293,en,Mallrats,16.139771,20/10/1995,2122561,94,Released,Mallrats,6.8,392
6000000,621,en,Grease,67.608041,7/07/1978,181813770,110,Released,Grease,7.2,1581
6000000,792,en,Platoon,49.802914,18/12/1986,138530565,120,Released,Platoon,7.5,1205
6000000,1777,en,Fahrenheit 9/11,16.20985,25/06/2004,119114517,122,Released,Fahrenheit 9/11,6.8,397
6000000,642,en,Butch Cassidy and the Sundance Kid,24.499996,23/09/1969,102308889,110,Released,Butch Cassidy and the Sundance Kid,7.4,650
6000000,433,en,Mary Poppins,59.961523,27/08/1964,102272727,139,Released,Mary Poppins,7.4,1183
6000000,16619,en,Ordinary People,12.541983,19/09/1980,0,124,Released,Ordinary People,7.4,145
6000000,1725,en,West Side Story,23.431117,18/10/1961,43656822,152,Released,West Side Story,7,389
6000000,11977,en,Caddyshack,15.929648,25/07/1980,39846344,98,Released,Caddyshack,6.6,365
0,20322,en,The Brothers,3.029944,23/03/2001,0,106,Released,The Brothers,6.5,10
6000000,16158,en,The Wood,5.537646,16/07/1999,25059640,106,Released,The Wood,7.1,34
6000000,629,en,The Usual Suspects,64.025031,19/07/1995,23341568,106,Released,The Usual Suspects,8.1,3254
8000000,10160,en,A Nightmare on Elm Street 5: The Dream Child,12.654051,11/08/1989,22168359,89,Released,A Nightmare on Elm Street 5: The Dream Child,5.5,245
5000000,11452,en,National Lampoon’s Van Wilder,35.108498,29/03/2002,38275483,92,Released,National Lampoon’s Van Wilder,5.9,858
6000000,12163,en,The Wrestler,40.196514,7/09/2008,44703995,109,Released,The Wrestler,7.3,1000
6000000,32275,en,Duel in the Sun,7.60445,31/12/1946,20400000,144,Released,Duel in the Sun,6.2,37
0,13785,en,Best in Show,10.982255,19/09/2000,0,90,Released,Best in Show,6.7,166
6000000,1103,en,Escape from New York,24.351305,22/05/1981,50244700,99,Released,Escape from New York,6.9,703
0,36739,en,School Daze,3.159574,12/02/1988,0,121,Released,School Daze,6.2,26
6000000,14144,en,Daddy Day Camp,12.601677,8/08/2007,18197398,89,Released,Daddy Day Camp,4.4,91
12716953,10622,cn,一個好人,7.077505,31/01/1997,18814720,113,Released,Mr. Nice Guy,6.3,128
6000000,13370,en,A Mighty Wind,4.053017,16/04/2003,18750246,91,Released,A Mighty Wind,6.6,74
0,11191,en,Mystic Pizza,6.379933,13/10/1988,0,104,Released,Mystic Pizza,5.9,123
6000000,10215,en,Sliding Doors,15.639016,23/04/1998,58000000,99,Released,Sliding Doors,6.5,354
6000000,25066,en,Tales from the Hood,3.89204,24/05/1995,12000000,98,Released,Tales from the Hood,5.4,32
6000000,1523,en,The Last King of Scotland,26.286954,1/09/2006,48027970,121,Released,The Last King of Scotland,7.4,558
5000000,11361,en,Halloween 5: The Revenge of Michael Myers,8.008844,12/10/1989,11642254,96,Released,Halloween 5: The Revenge of Michael Myers,5.2,183
5000000,92591,en,Bernie,12.68514,27/04/2012,9206470,100,Released,Bernie,6.5,320
6000000,57612,en,Dolphins and Whales: Tribes of the Ocean,0.041651,15/02/2008,7518876,42,Released,Dolphins and Whales: Tribes of the Ocean,8,3
0,12509,en,Pollock,8.483531,6/09/2000,0,122,Released,Pollock,6.6,91
6000000,15256,en,200 Cigarettes,3.561198,26/02/1999,6852450,101,Released,200 Cigarettes,6.1,44
6000000,83686,en,The Words,14.988746,7/09/2012,13231461,96,Released,The Words,6.4,379
0,80304,en,Casa De Mi Padre,5.754416,15/03/2012,0,84,Released,Casa De Mi Padre,5.5,103
6000000,28053,en,City Island,6.497285,6/03/2009,6670712,104,Released,City Island,6.9,113
6000000,67913,en,The Guard,19.411141,7/07/2011,19560274,96,Released,The Guard,6.8,372
7000000,13991,en,College,7.034618,28/08/2008,6230276,94,Released,College,4.8,48
6000000,1443,en,The Virgin Suicides,26.218912,21/04/1999,10409377,97,Released,The Virgin Suicides,7.1,817
0,8545,en,Little Voice,4.647547,5/11/1998,0,97,Released,Little Voice,6.6,61
0,19556,en,Miss March,9.371534,13/03/2009,0,89,Released,Miss March,5.4,77
5500000,231576,en,Wish I Was Here,15.015271,18/01/2014,5483299,120,Released,Wish I Was Here,6.4,300
6000000,16172,en,Simply Irresistible,5.696491,5/02/1999,4398989,95,Released,Simply Irresistible,5.5,52
0,13403,en,Hedwig and the Angry Inch,4.25422,20/07/2001,0,95,Released,Hedwig and the Angry Inch,7.4,80
6000000,15797,en,Only the Strong,5.411243,27/08/1993,3283371,99,Released,Only the Strong,6.9,29
0,347764,en,Goddess of Love,1.273773,31/08/2015,0,96,Released,Goddess of Love,6.2,9
6000000,13537,en,Shattered Glass,6.27257,14/11/2003,2944752,94,Released,Shattered Glass,6.6,111
6000000,20794,en,Novocaine,4.148253,23/11/2001,2025238,95,Released,Novocaine,6,44
0,31064,en,The Business of Strangers,1.369649,19/01/2001,0,84,Released,The Business of Strangers,5.7,19
6244087,576,en,The Wild Bunch,14.970654,17/06/1969,638641,145,Released,The Wild Bunch,7.6,259
6000000,13990,en,The Wackness,7.161051,3/07/2008,2899975,99,Released,The Wackness,6.2,94
6000000,11583,en,The First Great Train Robbery,12.434688,25/01/1979,0,110,Released,The First Great Train Robbery,6.6,74
0,18602,en,Morvern Callar,2.507912,1/01/2002,0,97,Released,Morvern Callar,7.2,34
6000000,27549,en,Beastmaster 2: Through the Portal of Time,1.478505,8/06/1991,869325,107,Released,Beastmaster 2: Through the Portal of Time,4.6,17
6000000,59728,en,The 5th Quarter,0.215464,25/03/2011,399611,97,Released,The 5th Quarter,4.7,12
0,10930,fr,La fleur du mal,1.229667,9/02/2003,0,104,Released,The Flower of Evil,5.7,10
6000000,32395,en,The Greatest,6.903186,17/01/2009,0,99,Released,The Greatest,6.2,34
134005,58882,en,Snow Flower and the Secret Fan,2.260315,15/07/2011,1332231,104,Released,Snow Flower and the Secret Fan,5.3,22
6000000,7547,en,Come Early Morning,3.427061,10/01/2006,0,97,Released,Come Early Morning,5.9,10
0,35944,en,Lucky Break,0.669169,24/08/2001,0,107,Released,Lucky Break,6.5,11
0,42222,en,Julia,6.077735,2/10/1977,0,117,Released,Julia,6.3,30
6000000,13827,en,"Surfer, Dude",2.404626,5/09/2008,69497,85,Released,"Surfer, Dude",4.7,25
0,44260,en,Lake of Fire,0.475748,9/09/2006,25,152,Released,Lake of Fire,8,10
6000000,9282,en,11:14,15.048067,16/05/2003,0,86,Released,11:14,6.8,206
0,38940,en,Men of War,1.734764,4/09/1994,0,103,Released,Men of War,5.4,29
0,35689,en,Don McKay,1.496454,24/04/2009,0,87,Released,Don McKay,5.4,21
12000000,97614,en,Deadfall,10.19041,8/11/2012,66351,95,Released,Deadfall,5.6,224
6000000,37206,en,A Shine of Rainbows,12.099486,1/10/2009,0,101,Released,A Shine of Rainbows,6.3,14
6000000,58626,en,The Hit List,4.957014,2/04/2011,0,90,Released,The Hit List,5.2,73
0,183894,en,Emma,2.135689,11/10/2009,0,240,Released,Emma,7.6,38
5952000,837,en,Videodrome,18.119265,4/02/1983,2120439,87,Released,Videodrome,7.1,454
5300000,1555,fr,L'Auberge espagnole,13.034602,17/05/2002,3897799,122,Released,The Spanish Apartment,7,266
6000000,244783,en,Song One,6.349218,20/01/2014,32251,86,Released,Song One,5.5,87
4000000,16564,nl,Oorlogswinter,5.013575,17/11/2008,530048,103,Released,Winter in Wartime,6.8,66
0,168027,en,Freaky Deaky,4.448353,22/04/2012,0,90,Released,Freaky Deaky,4.9,18
5800000,3482,en,The Train,4.49029,21/09/1964,6800000,133,Released,The Train,7.2,72
0,135595,en,Trade Of Innocents,2.204138,27/09/2012,0,91,Released,Trade Of Innocents,5.5,12
6000000,8982,th,ต้มยำกุ้ง,11.81832,11/08/2005,27165581,108,Released,The Protector,6.8,167
0,89861,en,Stiff Upper Lips,0.356495,12/06/1998,0,99,Released,Stiff Upper Lips,10,1
3500159,455,en,Bend It Like Beckham,22.054546,11/04/2002,76578641,112,Released,Bend It Like Beckham,6.2,578
0,57022,en,Sunshine State,4.245123,21/06/2002,0,141,Released,Sunshine State,6,10
5800000,14351,en,Crossover,3.201886,1/09/2006,7000000,95,Released,Crossover,4.2,10
0,147767,en,Khiladi 786,0.114342,7/12/2012,126,139,Released,Khiladi 786,4.7,11
5600000,10664,es,[REC]²,22.341462,15/09/2009,18469680,85,Released,[REC]²,6.4,489
0,55567,en,Standing Ovation,0.305922,16/07/2010,531826,105,Released,Standing Ovation,3.9,6
5500000,9277,en,The Sting,28.500913,25/12/1973,159616327,129,Released,The Sting,7.9,622
5500000,9443,en,Chariots of Fire,10.439971,15/05/1981,58972904,123,Released,Chariots of Fire,6.8,207
0,16186,en,Diary of a Mad Black Woman,3.784535,25/02/2005,0,116,Released,Diary of a Mad Black Woman,6.4,71
0,7863,en,Shine,10.396305,21/01/1996,0,105,Released,Shine,7.3,131
6000000,138697,en,Don Jon,33.296684,26/07/2013,0,90,Released,Don Jon,5.9,1671
5500000,11901,en,High Plains Drifter,19.127239,19/04/1973,15700000,105,Released,High Plains Drifter,7.4,278
7000000,1548,en,Ghost World,14.072941,20/07/2001,0,111,Released,Ghost World,7.1,426
0,11889,en,Iris,2.714043,14/12/2001,0,91,Released,Iris,6.2,47
5500000,33155,en,Galaxina,2.141143,6/06/1980,4865000,95,Released,Galaxina,3.3,16
0,5528,fr,Les Choristes,20.982455,17/03/2004,0,96,Released,The Chorus,7.5,526
4361898,321,en,Mambo Italiano,2.080741,6/06/2003,3031801,92,Released,Mambo Italiano,5.6,28
5000000,4997,en,Wonderland,7.79068,23/10/2003,2466444,104,Released,Wonderland,6.2,73
6500000,925,en,Do the Right Thing,15.580335,30/06/1989,37295445,120,Released,Do the Right Thing,7.6,292
0,27451,en,Harvard Man,5.336243,1/01/2001,0,99,Released,Harvard Man,4.8,15
3850000,73532,fr,Le Havre,10.787322,17/05/2011,0,93,Released,Le Havre,6.8,97
0,979,fr,Irréversible,32.476098,22/05/2002,792,97,Released,Irreversible,7.1,538
5500000,193722,ja,R100,3.21392,5/10/2013,0,100,Released,R100,5.4,31
2200000,7913,hi,Rang De Basanti,5.206967,26/01/2006,11502151,157,Released,Rang De Basanti,7.2,97
0,253253,en,Animals,1.5846,15/05/2014,0,90,Released,Animals,6.2,9
8000000,51995,en,Salvation Boulevard,3.653305,15/07/2011,0,96,Released,Salvation Boulevard,5.6,28
0,13173,en,The Ten,3.865122,3/08/2007,0,96,Released,The Ten,4.9,57
0,22908,en,A Room for Romeo Brass,1.391958,23/08/1999,0,90,Released,A Room for Romeo Brass,7.3,18
0,70670,en,Hodejegerne,20.821846,4/08/2011,15699707,100,Released,Headhunters,7.1,399
0,84204,en,Grabbers,9.451228,10/08/2012,0,94,Released,Grabbers,6,140
0,25248,en,Saint Ralph,1.688495,11/09/2004,0,95,Released,Saint Ralph,7.3,24
5500000,230266,en,Miss Julie,5.033065,7/09/2014,5000000,120,Released,Miss Julie,5.9,45
5100000,16633,en,Somewhere in Time,5.934016,2/10/1980,0,103,Released,Somewhere in Time,7.2,102
0,63006,hi,Dum Maaro Dum,0.075817,22/04/2011,0,130,Released,Dum Maaro Dum,5.4,7
5000000,91586,en,Insidious: Chapter 2,48.375848,12/09/2013,0,106,Released,Insidious: Chapter 2,6.5,1211
4000000,215,en,Saw II,42.187986,28/10/2005,152925093,92,Released,Saw II,6.3,1251
15000000,333371,en,10 Cloverfield Lane,53.698683,10/03/2016,108286421,103,Released,10 Cloverfield Lane,6.8,2468
5000000,9012,en,Jackass: The Movie,14.752587,21/10/2002,64282312,87,Released,Jackass: The Movie,6.1,345
4900000,345911,en,Lights Out,48.170508,21/07/2016,44107032,81,Released,Lights Out,6.3,1129
5000000,72571,en,Paranormal Activity 3,29.15813,19/10/2011,205703818,83,Released,Paranormal Activity 3,5.9,669
5000000,242512,en,Ouija,56.30466,24/10/2014,103590271,89,Released,Ouija,4.9,983
5000000,10072,en,A Nightmare on Elm Street 3: Dream Warriors,17.304055,27/02/1987,44793222,96,Released,A Nightmare on Elm Street 3: Dream Warriors,6.5,354
5500000,211954,es,No se Aceptan Devoluciones,9.59729,20/07/2013,99067206,115,Released,Instructions Not Included,7.5,205
5000000,82990,en,Paranormal Activity 4,20.326337,17/10/2012,142817992,95,Released,Paranormal Activity 4,5.2,563
4100000,29912,en,The Robe,4.028875,16/09/1953,36000000,135,Released,The Robe,6.4,42
5000000,11843,en,The Return of the Pink Panther,6.470766,21/05/1975,41833347,113,Released,The Return of the Pink Panther,6.7,137
11000000,11284,en,Freddy's Dead: The Final Nightmare,16.856231,5/09/1991,34872033,89,Released,Freddy's Dead: The Final Nightmare,5.1,272
8000000,504,en,Monster,19.683187,16/11/2003,60378584,110,Released,Monster,7,485
5000000,173,en,"20,000 Leagues Under the Sea",9.358197,23/12/1954,28200000,127,Released,"20,000 Leagues Under the Sea",6.8,157
5000000,227348,en,Paranormal Activity: The Marked Ones,19.984477,1/01/2014,86362372,84,Released,Paranormal Activity: The Marked Ones,5.2,449
5000000,1955,en,The Elephant Man,30.271066,2/10/1980,26010864,124,Released,The Elephant Man,7.9,719
5000000,152532,en,Dallas Buyers Club,59.454473,7/09/2013,55198285,117,Released,Dallas Buyers Club,7.9,2886
3300000,243940,en,The Lazarus Effect,20.304235,29/01/2015,64110728,83,Released,The Lazarus Effect,5.1,505
9000000,77,en,Memento,60.715151,11/10/2000,39723096,113,Released,Memento,8.1,4028
5000000,157547,en,Oculus,35.871248,8/09/2013,44030246,104,Released,Oculus,6.3,1050
5000000,2295,en,Clerks II,18.077963,25/05/2006,26888376,97,Released,Clerks II,6.9,398
5000000,71,en,Billy Elliot,20.428237,18/05/2000,110000000,110,Released,Billy Elliot,7.4,750
4600000,147773,en,The Way Way Back,32.14444,6/06/2013,23198652,103,Released,The Way Way Back,7.1,688
0,16096,en,House Party 2,3.673566,23/10/1991,0,94,Released,House Party 2,4.7,21
3500000,24266,en,The Man from Snowy River,3.656491,2/03/1982,20659423,104,Released,The Man from Snowy River,6.8,37
0,16508,en,Doug's 1st Movie,1.88484,26/03/1999,0,77,Released,Doug's 1st Movie,5.4,22
5000000,2895,en,The Apostle,4.227807,9/10/1997,0,134,Released,The Apostle,6.1,38
0,15660,en,Mommie Dearest,3.102862,18/09/1981,0,129,Released,Mommie Dearest,6.5,54
10000000,59968,en,Our Idiot Brother,15.688439,26/08/2011,17273593,90,Released,Our Idiot Brother,5.9,365
5000000,323677,en,Race,22.9951,19/02/2016,24804129,134,Released,Race,7.1,478
0,19848,en,The Players Club,5.769822,8/04/1998,0,104,Released,The Players Club,6.4,14
5000000,256274,en,"As Above, So Below",26.510558,14/08/2014,40100000,93,Released,"As Above, So Below",6.1,766
0,235271,en,Addicted,7.544515,10/10/2014,0,105,Released,Addicted,5.4,63
0,45153,en,Eve's Bayou,1.126941,7/09/1997,0,109,Released,Eve's Bayou,6.1,27
5000000,284293,en,Still Alice,35.307577,5/12/2014,43884652,99,Released,Still Alice,7.5,1104
5000000,24973,en,The Egyptian,4.079111,25/08/1954,15000000,139,Released,The Egyptian,6,11
5000000,21610,en,Nighthawks,7.058868,17/03/1981,19905359,99,Released,Nighthawks,6.4,86
5000000,10283,en,Friday the 13th Part VIII: Jason Takes Manhattan,12.904615,28/07/1989,14000000,100,Released,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191
5000000,8346,en,My Big Fat Greek Wedding,18.115566,22/02/2002,368744044,95,Released,My Big Fat Greek Wedding,6.2,671
5000000,122081,en,Spring Breakers,62.554173,24/01/2013,31724284,94,Released,Spring Breakers,5,1551
5000000,10987,en,Halloween: The Curse of Michael Myers,9.483717,29/09/1995,15116634,88,Released,Halloween: The Curse of Michael Myers,5,170
5000000,1391,es,Y tu mamá también,16.890285,8/06/2001,33616692,106,Released,Y Tu Mamá También,7.3,315
4000000,747,en,Shaun of the Dead,49.12486,9/04/2004,30039392,99,Released,Shaun of the Dead,7.5,2420
0,14745,en,The Haunting of Molly Hartley,8.309894,31/10/2008,0,82,Released,The Haunting of Molly Hartley,4.3,48
5000000,26748,en,Lone Star,5.960149,21/06/1996,13269963,135,Released,Lone Star,6.9,77
5000000,11357,en,Halloween 4: The Return of Michael Myers,9.302349,21/10/1988,17768757,88,Released,Halloween 4: The Return of Michael Myers,5.9,209
5000000,24913,en,April Fool's Day,8.190888,27/03/1986,0,89,Released,April Fool's Day,5.8,73
0,13776,en,Diner,5.87193,2/04/1982,0,110,Released,Diner,6.9,83
5000000,14854,en,Lone Wolf McQuade,8.452666,14/04/1983,12232628,107,Released,Lone Wolf McQuade,5.5,67
5000000,50357,en,Apollo 18,17.028252,20/07/2011,25562924,86,Released,Apollo 18,5,356
5000000,13090,en,Sunshine Cleaning,19.336367,18/01/2008,16174377,102,Released,Sunshine Cleaning,6.5,255
5000000,192141,en,No Escape,38.006982,26/08/2015,54418872,103,Released,No Escape,6.7,777
0,16441,en,The Beastmaster,6.377523,20/08/1982,14056528,118,Released,The Beastmaster,6,97
5000000,29996,en,Solomon and Sheba,0.835617,25/12/1959,12200000,139,Released,Solomon and Sheba,5.4,8
20000000,351819,en,Fifty Shades of Black,14.947588,28/01/2016,21164799,92,Released,Fifty Shades of Black,4.3,331
0,14834,en,Not Easily Broken,5.1299,9/01/2009,0,99,Released,Not Easily Broken,6.3,9
4,22649,en,A Farewell to Arms,1.199451,8/12/1932,25,89,Released,A Farewell to Arms,6.2,28
0,378200,en,The Perfect Match,3.810827,11/03/2016,0,96,Released,The Perfect Match,5.2,42
5500000,20455,en,Digimon: The Movie,3.7387,17/03/2000,0,82,Released,Digimon: The Movie,6.2,72
0,13193,en,Saved!,9.85123,21/01/2004,0,92,Released,Saved!,6.3,147
8000000,11042,fr,Les Invasions barbares,3.03091,21/05/2003,3432342,99,Released,The Barbarian Invasions,6.7,77
0,10786,en,Robin and Marian,3.199904,11/03/1976,0,106,Released,Robin and Marian,6.6,50
5000000,12484,en,The Forsaken,2.739307,27/04/2001,0,90,Released,The Forsaken,4.9,47
5000000,17339,en,Force 10 from Navarone,5.348446,1/11/1978,7230000,118,Released,Force 10 from Navarone,6.4,91
5000000,11959,en,UHF,4.070044,21/07/1989,0,97,Released,UHF,6.7,89
0,9900,en,Grandma's Boy,9.974681,6/01/2006,6538177,94,Released,Grandma's Boy,6.6,220
5000000,14662,en,Slums of Beverly Hills,6.308298,14/08/1998,0,91,Released,Slums of Beverly Hills,6.5,44
5000000,335,it,C'era una volta il West,49.333137,21/12/1968,5321508,175,Released,Once Upon a Time in the West,8.1,1128
5000000,15745,en,Made,4.149628,13/07/2001,5476060,94,Released,Made,6.3,55
5000000,17431,en,Moon,46.114184,12/06/2009,9760104,97,Released,Moon,7.6,1794
0,21014,en,Keeping Up with the Steins,3.562563,12/05/2006,0,90,Released,Keeping Up with the Steins,5.2,18
5000000,78394,en,Sea Rex 3D: Journey to a Prehistoric World,4.498368,14/05/2010,4074023,41,Released,Sea Rex 3D: Journey to a Prehistoric World,5.9,11
5000000,10217,en,The Sweet Hereafter,7.673124,14/05/1997,3263585,112,Released,The Sweet Hereafter,6.8,103
4000000,46332,fr,Des hommes et des dieux,4.992475,18/05/2010,41424067,120,Released,Of Gods and Men,6.5,91
5000000,13996,en,Bottle Shock,6.174435,6/08/2008,4040588,110,Released,Bottle Shock,6.6,60
0,3028,en,Jekyll and Hyde ... Together Again,0.805312,10/11/1982,0,87,Released,Jekyll and Hyde ... Together Again,4.6,5
5000000,1024,en,Heavenly Creatures,8.753409,2/09/1994,3049135,99,Released,Heavenly Creatures,7,294
5000000,343795,en,90 Minutes in Heaven,3.943706,11/09/2015,4842699,121,Released,90 Minutes in Heaven,5.4,40
5000000,45658,en,Everything Must Go,9.169411,15/10/2010,2614773,97,Released,Everything Must Go,6,208
5000000,16148,en,Zero Effect,2.732031,30/01/1998,1980338,116,Released,Zero Effect,6,55
5000000,4553,en,The Machinist,35.252056,9/02/2004,8203235,101,Released,The Machinist,7.3,1247
5000000,36351,en,Light Sleeper,6.063868,21/08/1992,0,103,Released,Light Sleeper,5.7,15
5000000,245916,en,Kill the Messenger,21.343093,9/10/2014,2450846,112,Released,Kill the Messenger,6.6,355
5000000,27585,en,Rabbit Hole,10.095184,16/12/2010,5129058,91,Released,Rabbit Hole,6.9,165
5000000,1415,en,Party Monster,4.129165,5/09/2003,742898,98,Released,Party Monster,5.9,58
5000000,313922,en,Green Room,30.001024,15/04/2016,3220371,95,Released,Green Room,6.7,683
5000000,14474,en,The Oh in Ohio,6.759235,30/03/2006,0,88,Released,The Oh in Ohio,5.8,27
5000000,199933,en,Atlas Shrugged Part III: Who is John Galt?,1.731035,12/09/2014,846704,99,Released,Atlas Shrugged Part III: Who is John Galt?,3.9,15
7000000,13685,en,Bottle Rocket,11.700578,21/02/1996,560069,91,Released,Bottle Rocket,6.8,281
6000000,8744,en,Albino Alligator,2.388683,9/09/1996,0,97,Released,Albino Alligator,5.6,45
0,38428,hi,"Gandhi, My Father",0.080704,3/08/2007,0,136,Released,"Gandhi, My Father",6,2
0,8847,en,Standard Operating Procedure,0.888986,12/02/2008,0,117,Released,Standard Operating Procedure,6.6,14
0,39269,en,Out of the Blue,0.679351,1/05/1980,0,94,Released,Out of the Blue,6.5,17
5000000,46838,en,Tucker and Dale vs Evil,19.940245,22/01/2010,5476793,89,Released,Tucker and Dale vs Evil,7.3,847
